"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000269685.1","GCF_002901845.1","GCF_013267575.1","GCF_015274535.1","GCF_015274675.1","GCF_017315625.1","GCF_017315645.1","GCF_022689565.1","GCF_022689645.1","GCF_022689665.1","GCF_022689845.1","GCF_022689855.1","GCF_022689925.1","GCF_022689965.1","GCF_022689975.1","GCF_022690005.1","GCF_022690025.1","GCF_022690105.1","GCF_022690115.1","GCF_022690185.1","GCF_022690225.1","GCF_022690245.1","GCF_022690275.1","GCF_022690295.1","GCF_022690325.1","GCF_022690345.1","GCF_022690375.1","GCF_022690385.1","GCF_025143205.1","GCF_025143445.1","GCF_029926915.1","GCF_031631055.1","GCF_031727055.1","GCF_031727075.1","GCF_031727275.1","GCF_031727355.1","GCF_031727455.1","GCF_031727535.1","GCF_031728075.1","GCF_031728095.1","GCF_031728115.1","GCF_031728155.1","GCF_031728235.1","GCF_031728275.1","GCF_031728295.1","GCF_031728315.1","GCF_031728415.1","GCF_031728475.1","GCF_031728515.1","GCF_031728695.1","GCF_031728715.1","GCF_031728735.1","GCF_031728745.1","GCF_031728795.1","GCF_031728835.1","GCF_031728895.1","GCF_036420075.1","GCF_037694985.1","GCF_037700155.1","GCF_037700315.1","GCF_037700455.1","GCF_040947025.1","GCF_040947065.1","GCF_040947125.1","GCF_040947205.1","GCF_040947225.1","GCF_040947605.1","GCF_047653515.1","GCF_047653525.1","GCF_052950835.1","GCF_964211265.1"
"group_5059","","hypothetical protein","1","1","1","3958","1","2512","1","Investigate","464","464","464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01460","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5060","","hypothetical protein","1","1","1","3980","1","2507","1","Investigate","332","332","332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01461","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5061","","hypothetical protein","1","1","1","3988","1","2479","1","Investigate","404","404","404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01463","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5062","","hypothetical protein","1","1","1","3975","1","2443","1","Investigate","374","374","374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01472","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5063","","hypothetical protein","1","1","1","3943","1","2506","1","Investigate","452","452","452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01473","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5064","","hypothetical protein","1","1","1","3961","1","2457","1","Investigate","341","341","341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01477","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5065","","hypothetical protein","1","1","1","3962","1","2474","1","Investigate","446","446","446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01481","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5071","","hypothetical protein","1","1","1","3986","1","2440","1","Investigate","5435","5435","5435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01493","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5073","","hypothetical protein","1","1","1","3934","1","2491","1","Investigate","530","530","530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01766","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5074","","hypothetical protein","1","1","1","3952","1","2473","1","Investigate","299","299","299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01772","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5075","","hypothetical protein","1","1","1","3917","1","2468","1","Investigate","419","419","419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01773","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5076","","hypothetical protein","1","1","1","3940","1","2448","1","Investigate","650","650","650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01775","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5077","","hypothetical protein","1","1","1","3927","1","2437","1","Investigate","530","530","530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01776","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5078","COQ3_2","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","1","1","1","3954","1","2498","1","Investigate","830","830","830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01830","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nisP","","Nisin leader peptide-processing serine protease NisP","1","1","1","3979","1","2510","1","Investigate","1286","1286","1286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01831","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5080","","hypothetical protein","1","1","1","3957","1","2444","1","Investigate","704","704","704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01832","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5081","","hypothetical protein","1","1","1","3951","1","2494","1","Investigate","2960","2960","2960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01833","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5082","","hypothetical protein","1","1","1","3967","1","2441","1","Investigate","248","248","248","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01834","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5083","","hypothetical protein","1","1","1","3945","1","2488","1","Investigate","992","992","992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01835","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5084","bmrA_2","Multidrug resistance ABC transporter ATP-binding/permease protein BmrA","1","1","1","3968","1","2463","1","Investigate","1715","1715","1715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01836","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5085","","IS6 family transposase ISSau6","1","1","1","3982","1","2469","1","Investigate","674","674","674","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01837","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5086","","hypothetical protein","1","1","1","3914","1","2456","1","Investigate","560","560","560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01844","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5087","","hypothetical protein","1","1","1","3963","1","2478","1","Investigate","1835","1835","1835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01845","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5090","","hypothetical protein","1","1","1","3942","1","2455","1","Investigate","1514","1514","1514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01967","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5091","","hypothetical protein","1","1","1","3920","1","2480","1","Investigate","1361","1361","1361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01970","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5092","","hypothetical protein","1","1","1","3974","1","2462","1","Investigate","269","269","269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_01972","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5093","","hypothetical protein","1","1","1","3966","1","2464","1","Investigate","629","629","629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_02100","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5094","","hypothetical protein","1","1","1","3918","1","2477","1","Investigate","278","278","278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_02107","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5095","","hypothetical protein","1","1","1","3981","1","2471","1","Investigate","2180","2180","2180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GCF_03172823_02132","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
